#Gene	Transcript	Source
DPYSL4	NM_006426.3	MANE
DPYSL5	NM_020134.4	MANE
DQX1	NM_133637.3	MANE
DR1	NM_001938.3	MANE
DRAM1	NM_018370.3	MANE
DRAM2	NM_001349884.2	MANE
DRAP1	NM_006442.4	MANE
DRAXIN	NM_198545.4	MANE
DRC1	NM_145038.5	MANE
DRC3	NM_031294.4	MANE
DRC7	NM_001289162.2	MANE
DRD1	NM_000794.5	MANE
DRD2	NM_000795.4	MANE
DRD3	NM_000796.6	MANE
DRD4	NM_000797.4	MANE
DRD5	NM_000798.5	MANE
DRG1	NM_004147.4	MANE
DRG2	NM_001388.5	MANE
DRGX	NM_001276451.2	MANE
DRICH1	NM_016449.4	MANE
DROSHA	NM_001382508.1	MANE
DRP2	NM_001939.3	MANE
DSC1	NM_024421.2	MANE
DSC2	NM_024422.6	MANE
DSC3	NM_001941.5	MANE
DSCAM	NM_001389.5	MANE
DSCAML1	NM_020693.4	MANE
DSCC1	NM_024094.3	MANE
DSE	NM_013352.4	MANE
DSEL	NM_032160.3	MANE
DSG1	NM_001942.4	MANE
DSG2	NM_001943.5	MANE
DSG3	NM_001944.3	MANE
DSG4	NM_177986.5	MANE
DSN1	NM_001145315.2	MANE
DSP	NM_004415.4	MANE
DSPP	NM_014208.3	MANE
DST	NM_001723.7	MANE
DSTN	NM_006870.4	MANE
DSTYK	NM_015375.3	MANE
DTD1	NM_080820.6	MANE
DTD2	NM_080664.3	MANE
DTHD1	NM_001170700.3	MANE
DTL	NM_016448.4	MANE
DTNA	NM_001386795.1	MANE
DTNB	NM_021907.5	MANE
DTNBP1	NM_032122.5	MANE
DTWD1	NM_001144955.2	MANE
DTWD2	NM_173666.4	MANE
DTX1	NM_004416.3	MANE
DTX2	NM_001102594.3	MANE
DTX3	NM_178502.4	MANE
DTX3L	NM_138287.3	MANE
DTX4	NM_015177.2	MANE
DTYMK	NM_012145.4	MANE
DUOX1	NM_175940.3	MANE
DUOX2	NM_001363711.2	MANE
DUOXA1	NM_001276266.2	MANE
DUOXA2	NM_207581.4	MANE
DUS1L	NM_022156.5	MANE
DUS2	NM_017803.5	MANE
DUS3L	NM_020175.3	MANE
DUS4L	NM_181581.3	MANE
DUSP1	NM_004417.4	MANE
DUSP10	NM_007207.6	MANE
DUSP11	NM_003584.3	MANE
DUSP12	NM_007240.3	MANE
DUSP13	NM_001363514.2	MANE
DUSP14	NM_007026.4	MANE
DUSP15	NM_080611.5	MANE
DUSP16	NM_030640.3	MANE
DUSP18	NM_152511.5	MANE
DUSP19	NM_080876.4	MANE
DUSP2	NM_004418.4	MANE
DUSP21	NM_022076.4	MANE
DUSP22	NM_001286555.3	MANE
DUSP23	NM_001319658.2	MANE
DUSP26	NM_024025.3	MANE
DUSP28	NM_001370465.2	MANE
DUSP29	NM_001003892.3	MANE
DUSP3	NM_004090.4	MANE
DUSP4	NM_001394.7	MANE
DUSP5	NM_004419.4	MANE
DUSP6	NM_001946.4	MANE
DUSP7	NM_001947.4	MANE
DUSP8	NM_004420.3	MANE
DUSP9	NM_001318503.2	MANE
DUT	NM_001025248.2	MANE
DUX1	NM_012146	HGNC
DUX3	NM_012148	HGNC
DUX4	NM_001306068.3	MANE
DUX5	NM_012149	HGNC
DUXA	NM_001012729.2	MANE
DUXB	NM_001351307.2	MANE
DVL1	NM_001330311.2	MANE
DVL2	NM_004422.3	MANE
DVL3	NM_004423.4	MANE
DXO	NM_005510.4	MANE
DYDC1	NM_001269053.2	MANE
DYDC2	NM_032372.6	MANE
DYM	NM_001353214.3	MANE
DYNAP	NM_173629.3	MANE
DYNC1H1	NM_001376.5	MANE
DYNC1I1	NM_001135556.2	MANE
DYNC1I2	NM_001378.3	MANE
DYNC1LI1	NM_016141.4	MANE
DYNC1LI2	NM_006141.3	MANE
DYNC2H1	NM_001377.3	MANE
DYNC2I1	NM_018051.5	MANE
DYNC2I2	NM_052844.4	MANE
DYNC2LI1	NM_016008.4	MANE
DYNLL1	NM_003746.3	MANE
DYNLL2	NM_080677.3	MANE
DYNLRB1	NM_014183.4	MANE
DYNLRB2	NM_130897.3	MANE
DYNLT1	NM_006519.4	MANE
DYNLT2	NM_174910.3	MANE
DYNLT2B	NM_152773.5	MANE
DYNLT3	NM_006520.3	MANE
DYNLT4	NM_001377534.1	MANE
DYNLT5	NM_152665.3	MANE
DYRK1A	NM_001347721.2	MANE
DYRK1B	NM_004714.3	MANE
DYRK2	NM_006482.3	MANE
DYRK3	NM_003582.4	MANE
DYRK4	NM_001394779.1	MANE
DYSF	NM_003494.4	MANE
DYTN	NM_001093730.1	MANE
DZANK1	NM_001367614.1	MANE
DZIP1	NM_198968.4	MANE
DZIP1L	NM_173543.3	MANE
DZIP3	NM_014648.4	MANE
E2F1	NM_005225.3	MANE
E2F2	NM_004091.4	MANE
E2F3	NM_001949.5	MANE
E2F4	NM_001950.4	MANE
E2F5	NM_001951.4	MANE
E2F6	NM_198256.4	MANE
E2F7	NM_203394.3	MANE
E2F8	NM_024680.4	MANE
E4F1	NM_004424.5	MANE
EAF1	NM_033083.7	MANE
EAF2	NM_018456.6	MANE
EAPP	NM_018453.4	MANE
EARS2	NM_001083614.2	MANE
EBAG9	NM_004215.5	MANE
EBF1	NM_024007.5	MANE
EBF2	NM_022659.4	MANE
EBF3	NM_001375380.1	MANE
EBF4	NM_001395167.1	MANE
EBI3	NM_005755.3	MANE
EBLN1	NM_001394757.1	MANE
EBLN2	NM_018029.4	MANE
EBNA1BP2	NM_006824.3	MANE
EBP	NM_006579.3	MANE
EBPL	NM_032565.5	MANE
ECD	NM_007265.3	MANE
ECE1	NM_001397.3	MANE
ECE2	NM_001100121.2	MANE
ECEL1	NM_004826.4	MANE
ECH1	NM_001398.3	MANE
ECHDC1	NM_001002030.2	MANE
ECHDC2	NM_001198961.2	MANE
ECHDC3	NM_024693.5	MANE
ECHS1	NM_004092.4	MANE
ECI1	NM_001919.4	MANE
ECI2	NM_206836.3	MANE
ECM1	NM_004425.4	MANE
ECM2	NM_001393.4	MANE
ECPAS	NM_001364929.1	MANE
ECRG4	NM_032411.3	MANE
ECSCR	NM_001077693.4	MANE
ECSIT	NM_016581.5	MANE
ECT2	NM_001258315.2	MANE
ECT2L	NM_001077706.3	MANE
EDA	NM_001399.5	MANE
EDA2R	NM_021783.5	MANE
EDAR	NM_022336.4	MANE
EDARADD	NM_145861.4	MANE
EDC3	NM_025083.5	MANE
EDC4	NM_014329.5	MANE
EDDM13	NM_001354658.2	MANE
EDDM3A	NM_006683.5	MANE
EDDM3B	NM_022360.5	MANE
EDEM1	NM_014674.3	MANE
EDEM2	NM_018217.3	MANE
EDEM3	NM_025191.4	MANE
EDF1	NM_003792.4	MANE
EDIL3	NM_005711.5	MANE
EDN1	NM_001955.5	MANE
EDN2	NM_001956.5	MANE
EDN3	NM_207034.3	MANE
EDNRA	NM_001957.4	MANE
EDNRB	NM_001122659.3	MANE
EDRF1	NM_001202438.2	MANE
EEA1	NM_003566.4	MANE
EED	NM_003797.5	MANE
EEF1A1	NM_001402.6	MANE
EEF1A2	NM_001958.5	MANE
EEF1AKMT1	NM_001318939.2	MANE
EEF1AKMT2	NM_212554.4	MANE
EEF1AKMT3	NM_015433.3	MANE
EEF1AKMT4	NM_032331.4	MANE
EEF1B2	NM_001959.4	MANE
EEF1D	NM_001130053.5	MANE
EEF1E1	NM_004280.5	MANE
EEF1G	NM_001404.5	MANE
EEF2	NM_001961.4	MANE
EEF2K	NM_013302.5	MANE
EEF2KMT	NM_201400.4	MANE
EEFSEC	NM_021937.5	MANE
EEPD1	NM_030636.3	MANE
EFCAB1	NM_024593.4	MANE
EFCAB10	NM_001355526.2	MANE
EFCAB11	NM_145231.4	MANE
EFCAB12	NM_207307.3	MANE
EFCAB13	NM_152347.5	MANE
EFCAB14	NM_014774.3	MANE
EFCAB2	NM_032328.4	MANE
EFCAB3	NM_173503.4	MANE
EFCAB5	NM_198529.4	MANE
EFCAB6	NM_022785.4	MANE
EFCAB7	NM_032437.4	MANE
EFCAB8	NM_001143967.2	MANE
EFCAB9	NM_001171183.2	MANE
EFCC1	NM_001377500.1	MANE
EFEMP1	NM_001039348.3	MANE
EFEMP2	NM_016938.5	MANE
EFHB	NM_144715.4	MANE
EFHC1	NM_018100.4	MANE
EFHC2	NM_025184.4	MANE
EFHD1	NM_025202.4	MANE
EFHD2	NM_024329.6	MANE
EFL1	NM_024580.6	MANE
EFNA1	NM_004428.3	MANE
EFNA2	NM_001405.4	MANE
EFNA3	NM_004952.5	MANE
EFNA4	NM_005227.3	MANE
EFNA5	NM_001962.3	MANE
EFNB1	NM_004429.5	MANE
EFNB2	NM_004093.4	MANE
EFNB3	NM_001406.4	MANE
EFR3A	NM_015137.6	MANE
EFR3B	NM_014971.2	MANE
EFS	NM_005864.4	MANE
EFTUD2	NM_004247.4	MANE
EGF	NM_001963.6	MANE
EGFL6	NM_015507.4	MANE
EGFL7	NM_016215.5	MANE
EGFL8	NM_030652.4	MANE
EGFLAM	NM_152403.4	MANE
EGFR	NM_005228.5	MANE
EGLN1	NM_022051.3	MANE
EGLN2	NM_080732.4	MANE
EGLN3	NM_022073.4	MANE
EGR1	NM_001964.3	MANE
EGR2	NM_000399.5	MANE
EGR3	NM_004430.3	MANE
EGR4	NM_001965.4	MANE
EHBP1	NM_001142616.3	MANE
EHBP1L1	NM_001099409.3	MANE
EHD1	NM_006795.4	MANE
EHD2	NM_014601.4	MANE
EHD3	NM_014600.3	MANE
EHD4	NM_139265.4	MANE
EHF	NM_012153.6	MANE
EHHADH	NM_001966.4	MANE
EHMT1	NM_024757.5	MANE
EHMT2	NM_006709.5	MANE
EI24	NM_004879.5	MANE
EID1	NM_014335.3	MANE
EID2	NM_153232.4	MANE
EID2B	NM_152361.3	MANE
EID3	NM_001008394.3	MANE
EIF1	NM_005801.4	MANE
EIF1AD	NM_001242481.2	MANE
EIF1AX	NM_001412.4	MANE
EIF1AY	NM_004681.4	MANE
EIF1B	NM_005875.3	MANE
EIF2A	NM_032025.5	MANE
EIF2AK1	NM_014413.4	MANE
EIF2AK2	NM_001135651.3	MANE
EIF2AK3	NM_004836.7	MANE
EIF2AK4	NM_001013703.4	MANE
EIF2B1	NM_001414.4	MANE
EIF2B2	NM_014239.4	MANE
EIF2B3	NM_020365.5	MANE
EIF2B4	NM_001034116.2	MANE
EIF2B5	NM_003907.3	MANE
EIF2D	NM_006893.3	MANE
EIF2S1	NM_004094.5	MANE
EIF2S2	NM_003908.5	MANE
EIF2S3	NM_001415.4	MANE
EIF2S3B	NM_001357734.3	MANE
EIF3A	NM_003750.4	MANE
EIF3B	NM_001037283.2	MANE
EIF3C	NM_003752.5	MANE
EIF3CL	NM_001317857.2	MANE
EIF3D	NM_003753.4	MANE
EIF3E	NM_001568.3	MANE
EIF3F	NM_003754.3	MANE
EIF3G	NM_003755.5	MANE
EIF3H	NM_003756.3	MANE
EIF3I	NM_003757.4	MANE
EIF3J	NM_003758.4	MANE
EIF3K	NM_013234.4	MANE
EIF3L	NM_016091.4	MANE
EIF3M	NM_006360.6	MANE
EIF4A1	NM_001416.4	MANE
EIF4A2	NM_001967.4	MANE
EIF4A3	NM_014740.4	MANE
EIF4B	NM_001417.7	MANE
EIF4E	NM_001968.5	MANE
EIF4E1B	NM_001099408.2	MANE
EIF4E2	NM_004846.4	MANE
EIF4E3	NM_001134651.2	MANE
EIF4EBP1	NM_004095.4	MANE
EIF4EBP2	NM_004096.5	MANE
EIF4EBP3	NM_003732.3	MANE
EIF4ENIF1	NM_019843.4	MANE
EIF4G1	NM_198241.3	MANE
EIF4G2	NM_001418.4	MANE
EIF4G3	NM_001391906.1	MANE
EIF4H	NM_022170.2	MANE
EIF5	NM_001969.5	MANE
EIF5A	NM_001970.5	MANE
EIF5A2	NM_020390.6	MANE
EIF5AL1	NM_001099692.2	MANE
EIF5B	NM_015904.4	MANE
EIF6	NM_002212.4	MANE
EIPR1	NM_003310.5	MANE
ELAC1	NM_018696.3	MANE
ELAC2	NM_018127.7	MANE
ELANE	NM_001972.4	MANE
ELAPOR1	NM_020775.5	MANE
ELAPOR2	NM_001142749.3	MANE
ELAVL1	NM_001419.3	MANE
ELAVL2	NM_004432.5	MANE
ELAVL3	NM_001420.4	MANE
ELAVL4	NM_001144774.3	MANE
ELF1	NM_172373.4	MANE
ELF2	NM_001331036.3	MANE
ELF3	NM_004433.5	MANE
ELF4	NM_001421.4	MANE
ELF5	NM_001422.4	MANE
ELFN1	NM_001128636.4	MANE
ELFN2	NM_052906.5	MANE
ELK1	NM_001114123.3	MANE
ELK3	NM_005230.4	MANE
ELK4	NM_001973.4	MANE
ELL	NM_006532.4	MANE
ELL2	NM_012081.6	MANE
ELL3	NM_025165.3	MANE
ELMO1	NM_014800.11	MANE
ELMO2	NM_133171.5	MANE
ELMO3	NM_024712.5	MANE
ELMOD1	NM_018712.4	MANE
ELMOD2	NM_153702.4	MANE
ELMOD3	NM_001135022.2	MANE
ELN	NM_000501.4	MANE
ELOA	NM_003198.3	MANE
ELOA2	NM_016427.3	MANE
ELOB	NM_007108.4	MANE
ELOC	NM_005648.4	MANE
ELOF1	NM_032377.4	MANE
ELOVL1	NM_022821.4	MANE
ELOVL2	NM_017770.4	MANE
ELOVL3	NM_152310.3	MANE
ELOVL4	NM_022726.4	MANE
ELOVL5	NM_021814.5	MANE
ELOVL6	NM_024090.3	MANE
ELOVL7	NM_024930.3	MANE
ELP1	NM_003640.5	MANE
ELP2	NM_018255.4	MANE
ELP3	NM_018091.6	MANE
ELP4	NM_019040.5	MANE
ELP5	NM_203414.3	MANE
ELP6	NM_001031703.3	MANE
ELSPBP1	NM_022142.5	MANE
EMB	NM_198449.3	MANE
EMC1	NM_015047.3	MANE
EMC10	NM_206538.4	MANE
EMC2	NM_014673.5	MANE
EMC3	NM_001394674.1	MANE
EMC4	NM_016454.4	MANE
EMC6	NM_031298.4	MANE
EMC7	NM_020154.3	MANE
EMC8	NM_006067.5	MANE
EMC9	NM_016049.4	MANE
EMCN	NM_016242.4	MANE
EMD	NM_000117.3	MANE
EME1	NM_152463.4	MANE
EME2	NM_001257370.2	MANE
EMG1	NM_006331.8	MANE
EMID1	NM_133455.4	MANE
EMILIN1	NM_007046.4	MANE
EMILIN2	NM_032048.3	MANE
EMILIN3	NM_052846.2	MANE
EML1	NM_004434.3	MANE
EML2	NM_012155.4	MANE
EML3	NM_153265.3	MANE
EML4	NM_019063.5	MANE
EML5	NM_183387.3	MANE
EML6	NM_001039753.4	MANE
EMP1	NM_001423.3	MANE
EMP2	NM_001424.6	MANE
EMP3	NM_001425.3	MANE
EMSY	NM_001300942.2	MANE
EMX1	NM_004097.3	MANE
EMX2	NM_004098.4	MANE
EN1	NM_001426.4	MANE
EN2	NM_001427.4	MANE
ENAH	NM_018212.6	MANE
ENAM	NM_031889.3	MANE
ENC1	NM_003633.4	MANE
ENDOD1	NM_015036.3	MANE
ENDOG	NM_004435.2	MANE
ENDOU	NM_001172439.2	MANE
ENDOV	NM_173627.5	MANE
ENG	NM_001114753.3	MANE
ENGASE	NM_001042573.3	MANE
ENHO	NM_198573.3	MANE
ENKD1	NM_032140.3	MANE
ENKUR	NM_145010.4	MANE
ENO1	NM_001428.5	MANE
ENO2	NM_001975.3	MANE
ENO3	NM_053013.4	MANE
ENO4	NM_001242699.2	MANE
ENOPH1	NM_021204.5	MANE
ENOSF1	NM_017512.7	MANE
ENOX1	NM_001347969.2	MANE
ENOX2	NM_006375.4	MANE
ENPEP	NM_001977.4	MANE
ENPP1	NM_006208.3	MANE
ENPP2	NM_001040092.3	MANE
ENPP3	NM_005021.5	MANE
ENPP4	NM_014936.5	MANE
ENPP5	NM_001290072.2	MANE
ENPP6	NM_153343.4	MANE
ENPP7	NM_178543.5	MANE
ENSA	NM_004436.4	MANE
ENTHD1	NM_152512.4	MANE
ENTPD1	NM_001776.6	MANE
ENTPD2	NM_203468.3	MANE
ENTPD3	NM_001248.4	MANE
ENTPD4	NM_004901.5	MANE
ENTPD5	NM_001249.5	MANE
ENTPD6	NM_001247.5	MANE
ENTPD7	NM_020354.5	MANE
ENTPD8	NM_001033113.2	MANE
ENTR1	NM_001039707.2	MANE
ENY2	NM_020189.6	MANE
EOGT	NM_001278689.2	MANE
EOLA1	NM_001171907.3	MANE
EOLA2	NM_001013845.2	MANE
EOMES	NM_001278182.2	MANE
EP300	NM_001429.4	MANE
EP400	NM_015409.5	MANE
EPAS1	NM_001430.5	MANE
EPB41	NM_001376013.1	MANE
EPB41L1	NM_012156.2	MANE
EPB41L2	NM_001431.4	MANE
EPB41L3	NM_012307.5	MANE
EPB41L4A	NM_022140.5	MANE
EPB41L4B	NM_019114.5	MANE
EPB41L5	NM_020909.4	MANE
EPB42	NM_001114134.2	MANE
EPC1	NM_001272004.3	MANE
EPC2	NM_015630.4	MANE
EPCAM	NM_002354.3	MANE
EPDR1	NM_017549.5	MANE
EPG5	NM_020964.3	MANE
EPGN	NM_001270989.2	MANE
EPHA1	NM_005232.5	MANE
EPHA10	NM_001099439.2	MANE
EPHA2	NM_004431.5	MANE
EPHA3	NM_005233.6	MANE
EPHA4	NM_004438.5	MANE
EPHA5	NM_001281766.3	MANE
EPHA6	NM_001080448.3	MANE
EPHA7	NM_004440.4	MANE
EPHA8	NM_020526.5	MANE
EPHB1	NM_004441.5	MANE
EPHB2	NM_017449.5	MANE
EPHB3	NM_004443.4	MANE
EPHB4	NM_004444.5	MANE
EPHB6	NM_004445.6	MANE
EPHX1	NM_001136018.4	MANE
EPHX2	NM_001979.6	MANE
EPHX3	NM_024794.3	MANE
EPHX4	NM_173567.5	MANE
EPM2A	NM_005670.4	MANE
EPM2AIP1	NM_014805.4	MANE
EPN1	NM_001130072.2	MANE
EPN2	NM_014964.5	MANE
EPN3	NM_017957.3	MANE
EPO	NM_000799.4	MANE
EPOP	NM_001130677.2	MANE
EPOR	NM_000121.4	MANE
EPPIN	NM_020398.4	MANE
EPPK1	NM_031308.4	MANE
EPRS1	NM_004446.3	MANE
EPS15	NM_001981.3	MANE
EPS15L1	NM_001258374.3	MANE
EPS8	NM_004447.6	MANE
EPS8L1	NM_133180.3	MANE
EPS8L2	NM_022772.4	MANE
EPS8L3	NM_133181.4	MANE
EPSTI1	NM_033255.5	MANE
EPX	NM_000502.6	MANE
EPYC	NM_004950.5	MANE
EQTN	NM_020641.3	MANE
ERAL1	NM_005702.4	MANE
ERAP1	NM_001040458.3	MANE
ERAP2	NM_022350.5	MANE
ERAS	NM_181532.3	MANE
ERBB2	NM_004448.4	MANE
ERBB3	NM_001982.4	MANE
ERBB4	NM_005235.3	MANE
ERBIN	NM_001253697.2	MANE
ERC1	NM_178040.4	MANE
ERC2	NM_015576.3	MANE
ERCC1	NM_001983.4	MANE
ERCC2	NM_000400.4	MANE
ERCC3	NM_000122.2	MANE
ERCC4	NM_005236.3	MANE
ERCC5	NM_000123.4	MANE
ERCC6	NM_000124.4	MANE
ERCC6-PGBD3	NM_001277058.2	HGMD
ERCC6L	NM_017669.4	MANE
ERCC6L2	NM_020207.7	MANE
ERCC8	NM_000082.4	MANE
EREG	NM_001432.3	MANE
ERF	NM_006494.4	MANE
ERFE	NM_001291832.2	MANE
ERFL	NM_001365103.2	MANE
ERG	NM_182918.4	MANE
ERG28	NM_007176.4	MANE
ERGIC1	NM_001031711.3	MANE
ERGIC2	NM_016570.3	MANE
ERGIC3	NM_015966.3	MANE
ERH	NM_004450.3	MANE
ERI1	NM_153332.4	MANE
ERI2	NM_001142725.2	MANE
ERI3	NM_024066.3	MANE
ERICH1	NM_207332.3	MANE
ERICH2	NM_001290030.2	MANE
ERICH3	NM_001002912.5	MANE
ERICH4	NM_001130514.3	MANE
ERICH5	NM_173549.3	MANE
ERICH6	NM_152394.5	MANE
ERICH6B	NM_182542.3	MANE
ERLEC1	NM_015701.5	MANE
ERLIN1	NM_006459.4	MANE
ERLIN2	NM_007175.8	MANE
ERMAP	NM_001017922.2	MANE
ERMARD	NM_018341.3	MANE
ERMN	NM_020711.3	MANE
ERMP1	NM_024896.3	MANE
ERN1	NM_001433.5	MANE
ERN2	NM_033266.4	MANE
ERO1A	NM_014584.3	MANE
ERO1B	NM_019891.4	MANE
ERP27	NM_152321.4	MANE
ERP29	NM_006817.4	MANE
ERP44	NM_015051.3	MANE
ERRFI1	NM_018948.4	MANE
ERV3-1	NM_001007253.4	MANE
ERVFRD-1	NM_207582.3	MANE
ERVH48-1	NM_001308491.2	MANE
ERVK3-1	NM_001396080.1	MANE
ERVMER34-1	NM_001242690.2	MANE
ERVV-1	NM_152473.3	MANE
ERVV-2	NM_001191055.2	MANE
ERVW-1	NM_001130925.2	MANE
ESAM	NM_138961.3	MANE
ESCO1	NM_052911.3	MANE
ESCO2	NM_001017420.3	MANE
ESD	NM_001984.2	MANE
ESF1	NM_001276380.2	MANE
ESM1	NM_007036.5	MANE
ESPL1	NM_012291.5	MANE
ESPN	NM_031475.3	MANE
ESPNL	NM_194312.4	MANE
ESR1	NM_000125.4	MANE
ESR2	NM_001437.3	MANE
ESRP1	NM_017697.4	MANE
ESRP2	NM_024939.3	MANE
ESRRA	NM_004451.5	MANE
ESRRB	NM_001379180.1	MANE
ESRRG	NM_001438.4	MANE
ESS2	NM_022719.3	MANE
ESX1	NM_153448.4	MANE
ESYT1	NM_015292.3	MANE
ESYT2	NM_001367773.1	MANE
ESYT3	NM_031913.5	MANE
ETAA1	NM_019002.4	MANE
ETDA	NM_001355522.1	MANE
ETDB	NM_001355519.1	MANE
ETDC	NM_001358449.1	MANE
ETF1	NM_004730.4	MANE
ETFA	NM_000126.4	MANE
ETFB	NM_001985.3	MANE
ETFBKMT	NM_001135863.2	MANE
ETFDH	NM_004453.4	MANE
ETFRF1	NM_001001660.3	MANE
ETHE1	NM_014297.5	MANE
ETNK1	NM_018638.5	MANE
ETNK2	NM_018208.4	MANE
ETNPPL	NM_031279.4	MANE
ETS1	NM_001143820.2	MANE
ETS2	NM_005239.6	MANE
ETV1	NM_004956.5	MANE
ETV2	NM_014209.4	MANE
ETV3	NM_001145312.3	MANE
ETV3L	NM_001004341.2	MANE
ETV4	NM_001079675.5	MANE
ETV5	NM_004454.3	MANE
ETV6	NM_001987.5	MANE
ETV7	NM_016135.4	MANE
EVA1A	NM_001135032.2	MANE
EVA1B	NM_001304762.2	MANE
EVA1C	NM_058187.5	MANE
EVC	NM_153717.3	MANE
EVC2	NM_147127.5	MANE
EVI2A	NM_014210.4	MANE
EVI2B	NM_006495.4	MANE
EVI5	NM_001350197.2	MANE
EVI5L	NM_001159944.3	MANE
EVL	NM_016337.3	MANE
EVPL	NM_001988.4	MANE
EVPLL	NM_001145127.2	MANE
EVX1	NM_001989.5	MANE
EVX2	NM_001080458.2	MANE
EWSR1	NM_005243.4	MANE
EXD1	NM_001286441.2	MANE
EXD2	NM_001193360.2	MANE
EXD3	NM_017820.5	MANE
EXO1	NM_130398.4	MANE
EXO5	NM_001346953.2	MANE
EXOC1	NM_001024924.2	MANE
EXOC1L	NM_001351574.3	MANE
EXOC2	NM_018303.6	MANE
EXOC3	NM_007277.5	MANE
EXOC3L1	NM_178516.4	MANE
EXOC3L2	NM_001382422.1	MANE
EXOC3L4	NM_001077594.2	MANE
EXOC4	NM_021807.4	MANE
EXOC5	NM_006544.4	MANE
EXOC6	NM_019053.6	MANE
EXOC6B	NM_015189.3	MANE
EXOC7	NM_001013839.4	MANE
EXOC8	NM_175876.5	MANE
EXOG	NM_005107.4	MANE
EXOSC1	NM_016046.5	MANE
EXOSC10	NM_001001998.3	MANE
EXOSC2	NM_014285.7	MANE
EXOSC3	NM_016042.4	MANE
EXOSC4	NM_019037.3	MANE
EXOSC5	NM_020158.4	MANE
EXOSC6	NM_058219.3	MANE
EXOSC7	NM_015004.4	MANE
EXOSC8	NM_181503.3	MANE
EXOSC9	NM_005033.3	MANE
EXPH5	NM_015065.3	MANE
EXT1	NM_000127.3	MANE
EXT2	NM_207122.2	MANE
EXTL1	NM_004455.3	MANE
EXTL2	NM_001033025.3	MANE
EXTL3	NM_001440.4	MANE
EYA1	NM_000503.6	MANE
EYA2	NM_005244.5	MANE
EYA3	NM_001990.4	MANE
EYA4	NM_004100.5	MANE
EYS	NM_001142800.2	MANE
EZH1	NM_001991.5	MANE
EZH2	NM_004456.5	MANE
EZHIP	NM_203407.3	MANE
EZR	NM_001111077.2	MANE
F10	NM_000504.4	MANE
F11	NM_000128.4	MANE
F11R	NM_016946.6	MANE
F12	NM_000505.4	MANE
F13A1	NM_000129.4	MANE
F13B	NM_001994.3	MANE
F2	NM_000506.5	MANE
F2R	NM_001992.5	MANE
F2RL1	NM_005242.6	MANE
F2RL2	NM_004101.4	MANE
F2RL3	NM_003950.4	MANE
F3	NM_001993.5	MANE
F5	NM_000130.5	MANE
F7	NM_019616.4	MANE
F8	NM_000132.4	MANE
F8A1	NM_012151.4	MANE
F8A2	NM_001007523.2	MANE
F8A3	NM_001007524.2	MANE
F9	NM_000133.4	MANE
FA2H	NM_024306.5	MANE
FAAH	NM_001441.3	MANE
FAAH2	NM_174912.4	MANE
FAAP100	NM_025161.6	MANE
FAAP20	NM_182533.4	MANE
FAAP24	NM_152266.5	MANE
FABP1	NM_001443.3	MANE
FABP12	NM_001105281	HGNC
FABP2	NM_000134.4	MANE
FABP3	NM_004102.5	MANE
FABP4	NM_001442.3	MANE
FABP5	NM_001444.3	MANE
FABP6	NM_001445.3	MANE
FABP7	NM_001446.5	MANE
FABP9	NM_001080526.2	MANE
FADD	NM_003824.4	MANE
FADS1	NM_013402.7	MANE
FADS2	NM_004265.4	MANE
FADS3	NM_021727.5	MANE
FADS6	NM_178128.6	MANE
FAF1	NM_007051.3	MANE
FAF2	NM_014613.3	MANE
FAH	NM_000137.4	MANE
FAHD1	NM_031208.4	MANE
FAHD2A	NM_016044.3	MANE
FAHD2B	NM_001320848.2	MANE
FAIM	NM_001033031.2	MANE
FAIM2	NM_012306.4	MANE
FAM102A	NM_001035254.3	MANE
FAM102B	NM_001010883.3	MANE
FAM104A	NM_001098832.2	MANE
FAM104B	NM_001166701.4	MANE
FAM107A	NM_001076778.3	MANE
FAM107B	NM_031453.4	MANE
FAM110A	NM_001042353.3	MANE
FAM110B	NM_001377989.1	MANE
FAM110C	NM_001077710.3	MANE
FAM110D	NM_024869.3	MANE
FAM111A	NM_001312909.2	MANE
FAM111B	NM_198947.4	MANE
FAM114A1	NM_138389.4	MANE
FAM114A2	NM_018691.4	MANE
FAM117A	NM_030802.4	MANE
FAM117B	NM_173511.4	MANE
FAM118A	NM_017911.4	MANE
FAM118B	NM_024556.4	MANE
FAM120A	NM_014612.5	MANE
FAM120AOS	NM_198841.4	MANE
FAM120B	NM_032448.3	MANE
FAM120C	NM_017848.6	MANE
FAM124A	NM_001242312.2	MANE
FAM124B	NM_001122779.2	MANE
FAM126A	NM_032581.4	MANE
FAM126B	NM_001321623.1	MANE
FAM131A	NM_144635.5	MANE
FAM131B	NM_001031690.3	MANE
FAM131C	NM_182623.3	MANE
FAM133A	NM_001171109.2	MANE
FAM133B	NM_152789.4	MANE
FAM135A	NM_001162529.3	MANE
FAM135B	NM_015912.4	MANE
FAM136A	NM_001329752.2	MANE
FAM13A	NM_014883.4	MANE
FAM13B	NM_001385994.1	MANE
FAM13C	NM_198215.4	MANE
FAM149A	NM_001367768.3	HGNC
FAM149B1	NM_173348.2	MANE
FAM151A	NM_176782.3	MANE
FAM151B	NM_205548.3	MANE
FAM153A	NM_173663	HGNC
FAM153B	NM_001079529	HGNC
FAM156A	NM_001387706.1	MANE
FAM156B	NM_001321178.3	MANE
FAM160B1	NM_001135051.2	HGMD
FAM160B2	NM_022749.7	HGMD
